DateTime,Room Name,Actual
2022-08-29 11:30:00,CB06.03.013,3.0
2022-08-29 12:00:00,CB06.03.013,6.0
2022-08-29 12:30:00,CB06.03.013,10.0
2022-08-29 13:00:00,CB06.03.013,4.0
2022-08-29 13:30:00,CB06.03.013,4.0
2022-08-29 15:00:00,CB06.03.013,8.0
2022-08-29 15:30:00,CB06.03.013,8.0
2022-08-29 16:00:00,CB06.03.013,7.0
2022-08-29 16:30:00,CB06.03.013,6.0
2022-08-30 10:00:00,CB06.03.013,3.0
2022-08-30 10:30:00,CB06.03.013,6.0
2022-08-30 11:00:00,CB06.03.013,6.0
2022-08-30 11:30:00,CB06.03.013,10.0
2022-08-30 12:00:00,CB06.03.013,9.0
2022-08-30 12:30:00,CB06.03.013,7.0
2022-08-30 13:00:00,CB06.03.013,4.0
2022-08-30 13:30:00,CB06.03.013,5.0
2022-08-30 14:00:00,CB06.03.013,7.0
2022-08-30 14:30:00,CB06.03.013,7.0
2022-08-30 15:00:00,CB06.03.013,7.0
2022-08-30 15:30:00,CB06.03.013,8.0
2022-08-30 16:00:00,CB06.03.013,9.0
2022-08-30 16:30:00,CB06.03.013,9.0
2022-08-30 17:00:00,CB06.03.013,8.0
2022-08-30 17:30:00,CB06.03.013,7.0
2022-08-30 18:00:00,CB06.03.013,10.0
2022-08-30 18:30:00,CB06.03.013,10.0
2022-08-30 19:00:00,CB06.03.013,9.0
2022-08-30 19:30:00,CB06.03.013,4.0
2022-08-30 20:00:00,CB06.03.013,4.0
2022-08-30 20:30:00,CB06.03.013,7.0
2022-08-30 21:00:00,CB06.03.013,8.0
2022-08-30 21:30:00,CB06.03.013,8.0
2022-08-30 22:00:00,CB06.03.013,8.0
2022-08-30 22:30:00,CB06.03.013,8.0
2022-08-30 23:00:00,CB06.03.013,6.0
2022-08-30 23:30:00,CB06.03.013,8.0
2022-08-31 10:30:00,CB06.03.013,5.0
2022-08-31 11:00:00,CB06.03.013,22.0
2022-08-31 11:30:00,CB06.03.013,21.0
2022-08-31 12:00:00,CB06.03.013,22.0
2022-08-31 12:30:00,CB06.03.013,21.0
2022-08-31 13:00:00,CB06.03.013,19.0
2022-08-31 13:30:00,CB06.03.013,17.0
2022-08-31 14:00:00,CB06.03.013,15.0
2022-08-31 14:30:00,CB06.03.013,16.0
2022-08-31 16:30:00,CB06.03.013,3.0
2022-08-31 17:00:00,CB06.03.013,3.0
2022-08-31 17:30:00,CB06.03.013,3.0
2022-08-31 18:30:00,CB06.03.013,10.0
2022-08-31 19:00:00,CB06.03.013,23.0
2022-08-31 19:30:00,CB06.03.013,23.0
2022-08-31 20:00:00,CB06.03.013,22.0
2022-08-31 20:30:00,CB06.03.013,22.0
2022-09-01 09:30:00,CB06.03.013,4.0
2022-09-01 10:00:00,CB06.03.013,5.0
2022-09-01 10:30:00,CB06.03.013,9.0
2022-09-01 11:00:00,CB06.03.013,11.0
2022-09-01 11:30:00,CB06.03.013,18.0
2022-09-01 12:00:00,CB06.03.013,19.0
2022-09-01 12:30:00,CB06.03.013,25.0
2022-09-01 13:00:00,CB06.03.013,28.0
2022-09-01 13:30:00,CB06.03.013,27.0
2022-09-01 14:00:00,CB06.03.013,26.0
2022-09-01 14:30:00,CB06.03.013,21.0
2022-09-01 15:00:00,CB06.03.013,29.0
2022-09-01 15:30:00,CB06.03.013,34.0
2022-09-01 16:00:00,CB06.03.013,33.0
2022-09-01 16:30:00,CB06.03.013,31.0
2022-09-01 17:00:00,CB06.03.013,19.0
2022-09-01 18:00:00,CB06.03.013,4.0
2022-09-01 19:00:00,CB06.03.013,4.0
2022-09-01 19:30:00,CB06.03.013,4.0
2022-09-01 20:00:00,CB06.03.013,4.0
2022-09-01 20:30:00,CB06.03.013,3.0
2022-09-01 21:00:00,CB06.03.013,4.0
2022-09-01 21:30:00,CB06.03.013,5.0
2022-09-01 22:00:00,CB06.03.013,3.0
2022-09-02 02:00:00,CB06.03.013,3.0
2022-09-02 02:30:00,CB06.03.013,3.0
2022-09-02 04:30:00,CB06.03.013,3.0
2022-09-02 05:00:00,CB06.03.013,5.0
2022-09-02 05:30:00,CB06.03.013,3.0
2022-09-02 06:00:00,CB06.03.013,3.0
2022-09-02 06:30:00,CB06.03.013,3.0
2022-09-02 07:00:00,CB06.03.013,3.0
2022-09-02 09:00:00,CB06.03.013,0.0
2022-09-02 09:30:00,CB06.03.013,0.0
2022-09-02 10:00:00,CB06.03.013,0.0
2022-09-02 10:30:00,CB06.03.013,4.0
2022-09-02 11:00:00,CB06.03.013,0.0
2022-09-02 11:30:00,CB06.03.013,3.0
2022-09-02 12:30:00,CB06.03.013,4.0
2022-09-02 13:00:00,CB06.03.013,7.0
2022-09-02 13:30:00,CB06.03.013,9.0
2022-09-02 14:00:00,CB06.03.013,9.0
2022-09-02 14:30:00,CB06.03.013,5.0
2022-09-02 15:00:00,CB06.03.013,3.0
2022-09-02 15:30:00,CB06.03.013,6.0
2022-09-02 16:00:00,CB06.03.013,5.0
2022-09-02 18:30:00,CB06.03.013,3.0
2022-09-02 19:00:00,CB06.03.013,3.0
2022-09-02 20:00:00,CB06.03.013,3.0
2022-09-03 11:30:00,CB06.03.013,3.0
2022-09-04 18:00:00,CB06.03.013,4.0
2022-09-04 18:30:00,CB06.03.013,3.0
2022-09-04 19:00:00,CB06.03.013,3.0
2022-09-04 20:00:00,CB06.03.013,3.0
2022-09-04 20:30:00,CB06.03.013,3.0
2022-09-05 09:00:00,CB06.03.013,9.0
2022-09-05 09:30:00,CB06.03.013,12.0
2022-09-05 10:00:00,CB06.03.013,12.0
2022-09-05 10:30:00,CB06.03.013,12.0
2022-09-05 11:00:00,CB06.03.013,12.0
2022-09-05 11:30:00,CB06.03.013,12.0
2022-09-05 12:00:00,CB06.03.013,12.0
2022-09-05 13:30:00,CB06.03.013,4.0
2022-09-05 14:00:00,CB06.03.013,8.0
2022-09-05 14:30:00,CB06.03.013,8.0
2022-09-05 15:00:00,CB06.03.013,5.0
2022-09-05 15:30:00,CB06.03.013,5.0
2022-09-05 16:00:00,CB06.03.013,3.0
2022-09-05 17:00:00,CB06.03.013,5.0
2022-09-05 17:30:00,CB06.03.013,3.0
2022-09-05 18:30:00,CB06.03.013,3.0
2022-09-05 19:00:00,CB06.03.013,3.0
2022-09-05 19:30:00,CB06.03.013,3.0
2022-09-06 09:30:00,CB06.03.013,4.0
2022-09-06 10:00:00,CB06.03.013,7.0
2022-09-06 10:30:00,CB06.03.013,8.0
2022-09-06 11:00:00,CB06.03.013,9.0
2022-09-06 11:30:00,CB06.03.013,10.0
2022-09-06 12:00:00,CB06.03.013,7.0
